invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,vat,total,dtme,tme,payment_method,cogs,gross_margin_pct,gross_income,rating,time_of_day,day_name,month_name,month_num,quarter
597-78-7908,C,Naypyitaw,Normal,Male,Fashion accessories,90.22,3,13.533,284.193,2019-02-18,19:39:00,Cash,270.66,4.7619,284.19298579035075,6.2,evening,Monday,February,2,2019Q1
700-81-1757,A,Yangon,Normal,Female,Electronic accessories,26.31,5,6.5775,138.1275,2019-01-18,20:59:00,Credit card,131.55,4.7619,138.12749309362536,8.8,evening,Friday,January,1,2019Q1
354-39-5160,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,2019-02-18,15:39:00,Cash,206.52,4.7619,216.84598915770056,9.8,afternoon,Monday,February,2,2019Q1
241-72-9525,B,Mandalay,Normal,Male,Sports and travel,51.91,10,25.955,545.055,2019-02-16,12:21:00,Cash,519.1,4.7619,545.0549727472513,8.2,afternoon,Saturday,February,2,2019Q1
575-30-8091,A,Yangon,Normal,Male,Sports and travel,72.5,8,29.0,609.0,2019-03-16,19:25:00,Ewallet,580.0,4.7619,608.9999695500015,9.2,evening,Saturday,March,3,2019Q1
731-81-9469,C,Naypyitaw,Member,Female,Sports and travel,89.8,10,44.9,942.9,2019-01-23,13:00:00,Credit card,898.0,4.7619,942.8999528550024,5.4,afternoon,Wednesday,January,1,2019Q1
280-17-4359,C,Naypyitaw,Member,Male,Health and beauty,90.5,10,45.25,950.25,2019-01-25,13:48:00,Cash,905.0,4.7619,950.2499524875024,8.1,afternoon,Friday,January,1,2019Q1
338-65-2210,C,Naypyitaw,Member,Female,Health and beauty,68.6,10,34.3,720.3,2019-02-05,19:57:00,Cash,686.0,4.7619,720.2999639850018,9.1,evening,Tuesday,February,2,2019Q1
488-25-4221,C,Naypyitaw,Member,Female,Food and beverages,30.41,1,1.5205,31.9305,2019-02-22,10:36:00,Credit card,30.41,4.7619,31.93049840347508,8.4,morning,Friday,February,2,2019Q1
239-10-7476,A,Yangon,Normal,Female,Home and lifestyle,77.95,6,23.385,491.085,2019-01-21,16:37:00,Ewallet,467.7,4.7619,491.0849754457512,8.0,evening,Monday,January,1,2019Q1
458-41-1477,C,Naypyitaw,Normal,Female,Health and beauty,46.26,6,13.878,291.438,2019-03-08,17:11:00,Credit card,277.56,4.7619,291.4379854281007,9.5,evening,Friday,March,3,2019Q1
685-64-1609,A,Yangon,Member,Female,Fashion accessories,30.14,10,15.07,316.47,2019-02-10,12:28:00,Ewallet,301.4,4.7619,316.4699841765008,9.2,afternoon,Sunday,February,2,2019Q1
568-90-5112,C,Naypyitaw,Normal,Male,Health and beauty,66.14,4,13.228,277.788,2019-03-19,12:46:00,Credit card,264.56,4.7619,277.7879861106007,5.6,afternoon,Tuesday,March,3,2019Q1
262-47-2794,B,Mandalay,Member,Male,Home and lifestyle,71.86,8,28.744,603.624,2019-03-06,15:07:00,Credit card,574.88,4.7619,603.6239698188015,6.2,afternoon,Wednesday,March,3,2019Q1
238-49-0436,A,Yangon,Normal,Male,Health and beauty,32.46,8,12.984,272.664,2019-03-27,13:48:00,Credit card,259.68,4.7619,272.66398636680066,4.9,afternoon,Wednesday,March,3,2019Q1
608-96-3517,B,Mandalay,Member,Female,Fashion accessories,91.54,4,18.308,384.468,2019-03-23,19:20:00,Credit card,366.16,4.7619,384.467980776601,4.8,evening,Saturday,March,3,2019Q1
584-86-7256,C,Naypyitaw,Member,Male,Sports and travel,34.56,7,12.096,254.016,2019-03-11,16:07:00,Credit card,241.92,4.7619,254.01598729920065,7.3,evening,Monday,March,3,2019Q1
746-94-0204,A,Yangon,Normal,Male,Fashion accessories,83.24,9,37.458,786.618,2019-01-29,11:56:00,Credit card,749.16,4.7619,786.6179606691019,7.4,morning,Tuesday,January,1,2019Q1
214-17-6927,C,Naypyitaw,Normal,Female,Food and beverages,16.48,6,4.944,103.824,2019-02-07,18:23:00,Ewallet,98.88,4.7619,103.82399480880024,9.9,evening,Thursday,February,2,2019Q1
400-89-4171,C,Naypyitaw,Normal,Female,Sports and travel,80.97,8,32.388,680.148,2019-01-28,13:05:00,Cash,647.76,4.7619,680.1479659926017,9.3,afternoon,Monday,January,1,2019Q1
782-95-9291,A,Yangon,Member,Male,Food and beverages,92.29,5,23.0725,484.5225,2019-02-20,15:55:00,Credit card,461.45,4.7619,484.5224757738762,9.0,afternoon,Wednesday,February,2,2019Q1
279-74-2924,B,Mandalay,Member,Male,Electronic accessories,72.17,1,3.6085,75.7785,2019-01-04,19:40:00,Cash,72.17,4.7619,75.7784962110752,6.1,evening,Friday,January,1,2019Q1
307-85-2293,B,Mandalay,Normal,Male,Home and lifestyle,50.28,5,12.57,263.97,2019-03-07,13:58:00,Ewallet,251.4,4.7619,263.9699868015007,9.7,afternoon,Thursday,March,3,2019Q1
743-04-1105,B,Mandalay,Member,Male,Health and beauty,97.22,9,43.749,918.729,2019-03-30,14:43:00,Ewallet,874.98,4.7619,918.7289540635522,6.0,afternoon,Saturday,March,3,2019Q1
423-57-2993,B,Mandalay,Normal,Male,Sports and travel,93.39,6,28.017,588.357,2019-03-27,19:18:00,Ewallet,560.34,4.7619,588.3569705821515,10.0,evening,Wednesday,March,3,2019Q1
894-41-5205,C,Naypyitaw,Normal,Female,Food and beverages,43.18,8,17.272,362.712,2019-01-19,19:39:00,Credit card,345.44,4.7619,362.7119818644009,8.3,evening,Saturday,January,1,2019Q1
275-28-0149,A,Yangon,Normal,Male,Sports and travel,63.69,1,3.1845,66.8745,2019-02-25,16:21:00,Cash,63.69,4.7619,66.87449665627516,6.0,evening,Monday,February,2,2019Q1
101-17-6199,A,Yangon,Normal,Male,Food and beverages,45.79,7,16.0265,336.5565,2019-03-13,19:44:00,Credit card,320.53,4.7619,336.5564831721758,7.0,evening,Wednesday,March,3,2019Q1
423-80-0988,C,Naypyitaw,Normal,Male,Sports and travel,76.4,2,7.64,160.44,2019-01-30,19:42:00,Ewallet,152.8,4.7619,160.43999197800042,6.5,evening,Wednesday,January,1,2019Q1
548-46-9322,B,Mandalay,Normal,Male,Food and beverages,39.9,10,19.95,418.95,2019-02-20,15:24:00,Credit card,399.0,4.7619,418.949979052501,5.9,afternoon,Wednesday,February,2,2019Q1
505-02-0892,B,Mandalay,Member,Male,Health and beauty,42.57,8,17.028,357.588,2019-02-25,14:12:00,Ewallet,340.56,4.7619,357.5879821206009,5.6,afternoon,Monday,February,2,2019Q1
234-65-2137,C,Naypyitaw,Normal,Male,Home and lifestyle,95.58,10,47.79,1003.59,2019-01-16,13:32:00,Cash,955.8,4.7619,1003.5899498205024,4.8,afternoon,Wednesday,January,1,2019Q1
687-47-8271,A,Yangon,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,2019-02-08,16:20:00,Credit card,989.8,4.7619,1039.2899480355024,8.7,evening,Friday,February,2,2019Q1
796-32-9050,A,Yangon,Normal,Male,Food and beverages,51.28,6,15.384,323.064,2019-01-19,16:31:00,Cash,307.68,4.7619,323.0639838468008,6.5,evening,Saturday,January,1,2019Q1
105-31-1824,A,Yangon,Member,Male,Sports and travel,69.52,7,24.332,510.972,2019-02-01,15:10:00,Credit card,486.64,4.7619,510.97197445140125,8.5,afternoon,Friday,February,2,2019Q1
249-42-3782,A,Yangon,Normal,Male,Health and beauty,70.01,5,17.5025,367.5525,2019-01-03,11:36:00,Ewallet,350.05,4.7619,367.5524816223759,5.5,morning,Thursday,January,1,2019Q1
316-55-4634,B,Mandalay,Member,Male,Food and beverages,80.05,5,20.0125,420.2625,2019-01-26,12:45:00,Credit card,400.25,4.7619,420.262478986876,9.4,afternoon,Saturday,January,1,2019Q1
733-33-4967,C,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,2019-03-03,19:17:00,Cash,166.8,4.7619,175.13999124300045,6.3,evening,Sunday,March,3,2019Q1
608-27-6295,B,Mandalay,Member,Male,Electronic accessories,52.89,6,15.867,333.207,2019-01-19,17:34:00,Credit card,317.34,4.7619,333.2069833396508,9.8,evening,Saturday,January,1,2019Q1
414-12-7047,B,Mandalay,Normal,Male,Food and beverages,19.79,8,7.916,166.236,2019-01-18,12:04:00,Ewallet,158.32,4.7619,166.2359916882004,8.7,afternoon,Friday,January,1,2019Q1
827-26-2100,A,Yangon,Member,Male,Home and lifestyle,33.84,9,15.228,319.788,2019-03-21,16:21:00,Ewallet,304.56,4.7619,319.7879840106008,8.8,evening,Thursday,March,3,2019Q1
175-54-2529,A,Yangon,Member,Male,Food and beverages,22.17,8,8.868,186.228,2019-03-03,17:01:00,Credit card,177.36,4.7619,186.22799068860047,9.6,evening,Sunday,March,3,2019Q1
139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,22.51,7,7.8785,165.4485,2019-02-13,10:50:00,Credit card,157.57,4.7619,165.4484917275754,4.8,morning,Wednesday,February,2,2019Q1
407-63-8975,A,Yangon,Normal,Male,Food and beverages,73.88,6,22.164,465.444,2019-03-23,19:16:00,Ewallet,443.28,4.7619,465.4439767278011,4.4,evening,Saturday,March,3,2019Q1
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,86.8,3,13.02,273.42,2019-01-28,16:47:00,Ewallet,260.4,4.7619,273.41998632900066,9.9,evening,Monday,January,1,2019Q1
130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,22.491,472.311,2019-02-09,10:00:00,Cash,449.82,4.7619,472.3109763844512,5.7,morning,Saturday,February,2,2019Q1
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,38.47,8,15.388,323.148,2019-01-23,11:51:00,Cash,307.76,4.7619,323.1479838426008,7.7,morning,Wednesday,January,1,2019Q1
851-28-6367,A,Yangon,Member,Male,Sports and travel,15.5,10,7.75,162.75,2019-03-23,10:55:00,Ewallet,155.0,4.7619,162.7499918625004,8.0,morning,Saturday,March,3,2019Q1
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13.724,288.204,2019-01-25,15:00:00,Ewallet,274.48,4.7619,288.2039855898007,5.7,afternoon,Friday,January,1,2019Q1
586-25-0848,A,Yangon,Normal,Female,Sports and travel,12.34,7,4.319,90.699,2019-03-04,11:19:00,Credit card,86.38,4.7619,90.69899546505022,6.7,morning,Monday,March,3,2019Q1
895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.08,3,2.712,56.952,2019-03-05,19:46:00,Ewallet,54.24,4.7619,56.95199715240014,8.0,evening,Tuesday,March,3,2019Q1
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.796,793.716,2019-03-03,19:00:00,Ewallet,755.92,4.7619,793.7159603142019,7.5,evening,Sunday,March,3,2019Q1
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,2019-02-08,10:53:00,Cash,185.88,4.7619,195.1739902413005,7.0,morning,Friday,February,2,2019Q1
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.7735,2019-02-10,12:50:00,Ewallet,74.07,4.7619,77.77349611132519,9.9,afternoon,Sunday,February,2,2019Q1
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.962,293.202,2019-01-28,20:50:00,Credit card,279.24,4.7619,293.2019853399007,5.9,evening,Monday,January,1,2019Q1
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,2019-02-11,10:39:00,Credit card,231.12,4.7619,242.6759878662006,7.2,morning,Monday,February,2,2019Q1
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.352,154.392,2019-01-15,13:41:00,Ewallet,147.04,4.7619,154.39199228040036,4.6,afternoon,Tuesday,January,1,2019Q1
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,829.71,2019-03-16,19:08:00,Cash,790.2,4.7619,829.7099585145021,9.2,evening,Saturday,March,3,2019Q1
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,2019-01-26,20:23:00,Ewallet,102.2,4.7619,107.30999463450028,5.7,evening,Saturday,January,1,2019Q1
831-07-6050,A,Yangon,Normal,Male,Electronic accessories,32.71,5,8.1775,171.7275,2019-03-19,11:30:00,Credit card,163.55,4.7619,171.72749141362544,9.9,morning,Tuesday,March,3,2019Q1
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.7145,78.0045,2019-01-13,19:30:00,Cash,74.29,4.7619,78.0044960997752,5.0,evening,Sunday,January,1,2019Q1
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.7,2,4.37,91.77,2019-03-26,18:03:00,Cash,87.4,4.7619,91.76999541150025,4.9,evening,Tuesday,March,3,2019Q1
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.29,1,1.2645,26.5545,2019-03-23,10:13:00,Ewallet,25.29,4.7619,26.554498672275063,6.1,morning,Saturday,March,3,2019Q1
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,174.3,2019-03-12,19:58:00,Credit card,166.0,4.7619,174.29999128500043,8.2,evening,Tuesday,March,3,2019Q1
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,2019-02-17,19:57:00,Credit card,356.95,4.7619,374.7974812601259,5.5,evening,Sunday,February,2,2019Q1
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.745,120.645,2019-01-29,10:01:00,Credit card,114.9,4.7619,120.64499396775032,6.8,morning,Tuesday,January,1,2019Q1
542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.49,4,11.498,241.458,2019-03-15,11:57:00,Cash,229.96,4.7619,241.45798792710065,6.6,morning,Friday,March,3,2019Q1
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.4935,451.3635,2019-01-14,10:02:00,Cash,429.87,4.7619,451.3634774318261,9.8,morning,Monday,January,1,2019Q1
875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,271.95,2019-02-06,14:51:00,Ewallet,259.0,4.7619,271.94998640250066,8.7,afternoon,Wednesday,February,2,2019Q1
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.4425,93.2925,2019-02-15,12:42:00,Credit card,88.85,4.7619,93.29249533537522,5.4,afternoon,Friday,February,2,2019Q1
749-24-1565,A,Yangon,Normal,Female,Health and beauty,23.03,9,10.3635,217.6335,2019-01-03,12:02:00,Ewallet,207.27,4.7619,217.63348911832557,7.9,afternoon,Thursday,January,1,2019Q1
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,66.65,9,29.9925,629.8425,2019-01-04,18:19:00,Credit card,599.85,4.7619,629.8424685078766,9.7,evening,Friday,January,1,2019Q1
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,2019-03-18,17:38:00,Ewallet,285.3,4.7619,299.5649850217508,7.8,evening,Monday,March,3,2019Q1
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.5555,95.6655,2019-03-28,13:41:00,Ewallet,91.11,4.7619,95.66549521672523,5.1,afternoon,Thursday,March,3,2019Q1
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485,2019-03-02,19:42:00,Credit card,897.57,4.7619,942.4484528775772,6.5,evening,Saturday,March,3,2019Q1
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,2019-01-25,20:24:00,Ewallet,236.07,4.7619,247.8734876063256,5.9,evening,Friday,January,1,2019Q1
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.967,881.307,2019-01-16,18:08:00,Cash,839.34,4.7619,881.3069559346523,8.8,evening,Wednesday,January,1,2019Q1
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,2019-03-20,19:17:00,Ewallet,461.8,4.7619,484.8899757555012,4.9,evening,Wednesday,March,3,2019Q1
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.42,3,6.963,146.223,2019-01-04,13:24:00,Credit card,139.26,4.7619,146.22299268885035,4.4,afternoon,Friday,January,1,2019Q1
891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61,7,10.3635,217.6335,2019-03-11,15:53:00,Cash,207.27,4.7619,217.63348911832557,6.5,afternoon,Monday,March,3,2019Q1
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.914,19.194,2019-03-22,15:05:00,Credit card,18.28,4.7619,19.19399904030005,8.3,afternoon,Friday,March,3,2019Q1
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,2019-03-24,18:27:00,Cash,123.85,4.7619,130.0424934978753,8.5,evening,Sunday,March,3,2019Q1
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3,14.196,298.116,2019-02-21,16:55:00,Cash,283.92,4.7619,298.1159850942008,5.5,evening,Thursday,February,2,2019Q1
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,2019-02-12,12:58:00,Ewallet,758.96,4.7619,796.907960154602,8.7,afternoon,Tuesday,February,2,2019Q1
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3,8.601,180.621,2019-03-10,18:59:00,Credit card,172.02,4.7619,180.62099096895045,7.9,evening,Sunday,March,3,2019Q1
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,2019-01-31,13:44:00,Ewallet,272.1,4.7619,285.7049857147507,6.1,afternoon,Thursday,January,1,2019Q1
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7,21.728,456.288,2019-03-06,13:46:00,Ewallet,434.56,4.7619,456.2879771856011,5.4,afternoon,Wednesday,March,3,2019Q1
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,2019-02-17,18:06:00,Cash,59.05,4.7619,62.00249689987515,9.4,evening,Sunday,February,2,2019Q1
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2019-02-21,12:38:00,Cash,12.54,4.7619,13.166999341650031,8.2,afternoon,Thursday,February,2,2019Q1
213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25,2,4.325,90.825,2019-03-20,15:56:00,Cash,86.5,4.7619,90.82499545875022,6.2,afternoon,Wednesday,March,3,2019Q1
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.716,183.036,2019-01-11,14:29:00,Credit card,174.32,4.7619,183.03599084820044,9.7,afternoon,Friday,January,1,2019Q1
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,2019-01-26,19:14:00,Ewallet,624.33,4.7619,655.5464672226767,4.0,evening,Saturday,January,1,2019Q1
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,155.652,2019-01-31,16:24:00,Ewallet,148.24,4.7619,155.6519922174004,9.7,evening,Thursday,January,1,2019Q1
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2019-02-26,10:52:00,Cash,544.2,4.7619,571.4099714295014,5.3,morning,Tuesday,February,2,2019Q1
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.368,532.728,2019-03-11,12:55:00,Ewallet,507.36,4.7619,532.7279733636013,7.4,afternoon,Monday,March,3,2019Q1
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,2019-01-26,19:28:00,Cash,162.74,4.7619,170.87699145615042,6.5,evening,Saturday,January,1,2019Q1
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,2019-03-12,13:52:00,Credit card,31.77,4.7619,33.35849833207508,8.7,afternoon,Tuesday,March,3,2019Q1
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,2019-02-11,10:54:00,Cash,756.81,4.7619,794.6504602674769,8.0,morning,Monday,February,2,2019Q1
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,14.764,310.044,2019-02-21,18:31:00,Cash,295.28,4.7619,310.04398449780075,6.7,evening,Thursday,February,2,2019Q1
157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,2019-03-09,18:24:00,Ewallet,519.4,4.7619,545.3699727315013,6.5,evening,Saturday,March,3,2019Q1
645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2,9.314,195.594,2019-01-20,18:09:00,Ewallet,186.28,4.7619,195.59399022030047,4.1,evening,Sunday,January,1,2019Q1
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,2019-01-28,15:16:00,Credit card,87.05,4.7619,91.40249542987522,4.9,afternoon,Monday,January,1,2019Q1
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.055,232.155,2019-03-05,17:07:00,Credit card,221.1,4.7619,232.15498839225057,8.6,evening,Tuesday,March,3,2019Q1
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,3.305,69.405,2019-03-02,19:26:00,Cash,66.1,4.7619,69.40499652975016,4.3,evening,Saturday,March,3,2019Q1
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,2019-01-11,11:20:00,Ewallet,89.69,4.7619,94.17449529127524,4.9,morning,Friday,January,1,2019Q1
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,11.223,235.683,2019-01-11,16:49:00,Credit card,224.46,4.7619,235.6829882158506,5.6,evening,Friday,January,1,2019Q1
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2,5.977,125.517,2019-03-11,12:01:00,Credit card,119.54,4.7619,125.51699372415032,5.8,afternoon,Monday,March,3,2019Q1
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2019-02-28,18:37:00,Credit card,186.4,4.7619,195.7199902140005,6.0,evening,Thursday,February,2,2019Q1
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,2019-01-05,11:25:00,Cash,250.6,4.7619,263.12998684350066,4.2,morning,Saturday,January,1,2019Q1
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2019-02-02,18:42:00,Credit card,750.96,4.7619,788.507960574602,8.3,evening,Saturday,February,2,2019Q1
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,2019-01-01,14:47:00,Cash,380.72,4.7619,399.755980012201,5.7,afternoon,Tuesday,January,1,2019Q1
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2019-02-09,19:43:00,Cash,244.2,4.7619,256.4099871795006,4.8,evening,Saturday,February,2,2019Q1
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,94.185,2019-01-23,14:04:00,Ewallet,89.7,4.7619,94.18499529075024,6.8,afternoon,Wednesday,January,1,2019Q1
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4,15.544,326.424,2019-01-07,16:11:00,Credit card,310.88,4.7619,326.4239836788008,8.8,evening,Monday,January,1,2019Q1
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,25.571,536.991,2019-01-14,19:06:00,Credit card,511.42,4.7619,536.9909731504514,4.2,evening,Monday,January,1,2019Q1
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2019-02-02,15:34:00,Ewallet,418.95,4.7619,439.89747800512606,6.4,afternoon,Saturday,February,2,2019Q1
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,369.495,2019-03-17,19:06:00,Credit card,351.9,4.7619,369.49498152525086,8.4,evening,Sunday,March,3,2019Q1
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,30.219,2019-03-02,19:44:00,Credit card,28.78,4.7619,30.21899848905008,7.2,evening,Saturday,March,3,2019Q1
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,2019-03-16,11:22:00,Cash,95.0,4.7619,99.74999501250024,5.2,morning,Saturday,March,3,2019Q1
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,2019-01-06,11:23:00,Cash,471.2,4.7619,494.7599752620012,8.9,morning,Sunday,January,1,2019Q1
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,137.004,2019-01-29,14:12:00,Cash,130.48,4.7619,137.00399314980032,9.0,afternoon,Tuesday,January,1,2019Q1
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,2019-01-31,10:46:00,Credit card,66.35,4.7619,69.66749651662516,9.7,morning,Thursday,January,1,2019Q1
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,2019-02-05,10:16:00,Ewallet,155.46,4.7619,163.23299183835042,8.7,morning,Tuesday,February,2,2019Q1
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2019-02-13,12:38:00,Ewallet,129.0,4.7619,135.44999322750033,6.5,afternoon,Wednesday,February,2,2019Q1
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2019-02-07,13:05:00,Credit card,263.76,4.7619,276.94798615260066,6.9,afternoon,Thursday,February,2,2019Q1
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,2019-03-19,13:25:00,Ewallet,675.54,4.7619,709.3169645341517,6.2,afternoon,Tuesday,March,3,2019Q1
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,2019-03-07,14:53:00,Ewallet,65.8,4.7619,69.08999654550017,5.6,afternoon,Thursday,March,3,2019Q1
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,2019-03-13,19:22:00,Cash,153.2,4.7619,160.85999195700035,5.7,evening,Wednesday,March,3,2019Q1
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,2019-02-09,11:00:00,Cash,222.4,4.7619,233.5199883240006,4.2,morning,Saturday,February,2,2019Q1
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2019-02-26,19:24:00,Ewallet,54.45,4.7619,57.172497141375146,7.9,evening,Tuesday,February,2,2019Q1
253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,2019-03-12,12:43:00,Credit card,688.8,4.7619,723.2399638380017,8.7,afternoon,Tuesday,March,3,2019Q1
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,2019-03-14,17:22:00,Credit card,141.88,4.7619,148.97399255130037,6.9,evening,Thursday,March,3,2019Q1
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,2019-01-08,20:55:00,Cash,746.0,4.7619,783.2999608350019,9.5,evening,Tuesday,January,1,2019Q1
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,2019-01-05,16:05:00,Credit card,282.96,4.7619,297.1079851446007,4.4,evening,Saturday,January,1,2019Q1
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,2019-01-04,13:34:00,Ewallet,355.4,4.7619,373.1699813415009,7.0,afternoon,Friday,January,1,2019Q1
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,2019-03-06,18:13:00,Ewallet,337.15,4.7619,354.00748229962585,6.3,evening,Wednesday,March,3,2019Q1
